41838384 frame.time_delta,frame.len,ip.proto,ip.len,ip.ttl,tcp.len,tcp.window_size,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
50209845 0.000001149,358,6,344,64,304,6779,22,52514,,
50215637 0.000051814,390,6,376,64,336,6779,22,52514,,
50218876 0.000061797,60,6,40,125,0,8207,52514,22,,
50219676 0.000002062,246,6,232,64,192,6779,22,52514,,
50220509 0.000198384,60,6,40,125,0,8212,52514,22,,
50221317 0.000197719,60,6,40,125,0,8210,52514,22,,
50222117 0.025135572,102,6,88,64,48,2618,22,52679,,
50222914 0.052787109,60,6,40,125,0,8208,52679,22,,
50223842 0.159525843,134,6,120,64,80,6779,22,52514,,
50224743 0.000588117,182,6,168,64,128,6779,22,52514,,
50225538 0.000253770,60,6,40,125,0,8209,52514,22,,
50233104 0.000396805,182,6,168,64,128,6779,22,52514,,
50234530 0.000097255,118,6,104,64,64,6779,22,52514,,
50235315 0.000175975,60,6,40,125,0,8208,52514,22,,
50236074 0.000900695,150,6,136,64,96,6779,22,52514,,
50236879 0.000096224,118,6,104,64,64,6779,22,52514,,
50237681 0.000192087,60,6,40,125,0,8208,52514,22,,
50238467 0.000303253,118,6,104,64,64,6779,22,52514,,
52748691 0.000116064,118,6,104,64,64,6779,22,52514,,
52749999 0.000186407,60,6,40,125,0,8207,52514,22,,
52751176 0.000244035,150,6,136,125,96,8207,52514,22,,
52752469 0.000035023,102,6,88,64,48,6779,22,52514,,
52753718 0.000086085,118,6,104,64,64,6779,22,52514,,
52754834 0.000178416,60,6,40,125,0,8207,52514,22,,
52755960 0.000373066,134,6,120,64,80,6779,22,52514,,
52757325 0.000649540,150,6,136,64,96,6779,22,52514,,
52758449 0.000103369,118,6,104,64,64,6779,22,52514,,
52759518 0.000191156,60,6,40,125,0,8212,52514,22,,
52760872 0.000685242,150,6,136,64,96,6779,22,52514,,
52762028 0.000082875,118,6,104,64,64,6779,22,52514,,
52763131 0.000106041,60,6,40,125,0,8212,52514,22,,
52764244 0.000385532,118,6,104,64,64,6779,22,52514,,
52765531 0.000091726,118,6,104,64,64,6779,22,52514,,
52766669 0.000121861,60,6,40,125,0,8211,52514,22,,
52767713 0.000708587,150,6,136,125,96,8211,52514,22,,
52768974 0.000265825,102,6,88,64,48,6779,22,52514,,
52770118 0.042697441,60,6,40,125,0,8211,52514,22,,
52771225 0.188148666,83,,,,,,,,,
52772243 0.119572560,118,6,104,64,64,2618,22,52679,,
52773530 0.053517675,60,6,40,125,0,8208,52679,22,,
52774686 0.460103954,102,6,88,64,48,2618,22,52679,,
52775739 0.050738467,60,6,40,125,0,8208,52679,22,,
52776940 0.087433857,134,6,120,64,80,6779,22,52514,,
52778076 0.001811693,118,6,104,64,64,6779,22,52514,,
52779203 0.000188371,166,6,152,64,112,6779,22,52514,,
52780204 0.000077699,60,6,40,125,0,8210,52514,22,,
52781501 0.000241503,134,6,120,64,80,6779,22,52514,,
52782616 0.000184609,60,6,40,125,0,8209,52514,22,,
52783716 0.000088606,150,6,136,64,96,6779,22,52514,,
52784917 0.000054246,102,6,88,64,48,6779,22,52514,,
52786126 0.000164665,60,6,40,125,0,8209,52514,22,,
52787208 0.000113694,134,6,120,64,80,6779,22,52514,,
52788211 0.000058587,102,6,88,64,48,6779,22,52514,,
52789399 0.000176443,60,6,40,125,0,8208,52514,22,,
52790543 0.000476168,150,6,136,64,96,6779,22,52514,,
52791596 0.000047558,102,6,88,64,48,6779,22,52514,,
52792756 0.000168936,134,6,120,64,80,6779,22,52514,,
52794008 0.000017068,60,6,40,125,0,8208,52514,22,,
52795133 0.000104259,102,6,88,64,48,6779,22,52514,,
52796075 0.000173986,60,6,40,125,0,8207,52514,22,,
52797216 0.000053597,118,6,104,64,64,6779,22,52514,,
52798405 0.000070469,102,6,88,64,48,6779,22,52514,,
52799528 0.000190545,118,6,104,64,64,6779,22,52514,,
52800622 0.000059765,102,6,88,64,48,6779,22,52514,,
52801880 0.000095841,60,6,40,125,0,8207,52514,22,,
52803013 0.000059178,60,6,40,125,0,8206,52514,22,,
52804055 0.211617320,83,,,,,,,,,
52805193 0.157212875,102,6,88,64,48,2618,22,52679,,
52806497 0.051982582,60,6,40,125,0,8207,52679,22,,
52807598 0.459501059,102,6,88,64,48,2618,22,52679,,
52808645 0.052612916,60,6,40,125,0,8207,52679,22,,
52809889 0.067991962,198,6,184,64,144,6779,22,52514,,
52811140 0.000515707,214,6,200,64,160,6779,22,52514,,
52812140 0.000235018,60,6,40,125,0,8212,52514,22,,
52813177 0.000311641,150,6,136,64,96,6779,22,52514,,
52814444 0.000053802,118,6,104,64,64,6779,22,52514,,
52815599 0.000023914,102,6,88,64,48,6779,22,52514,,
52816701 0.000141696,102,6,88,64,48,6779,22,52514,,
52817904 0.000015399,60,6,40,125,0,8211,52514,22,,
52819175 0.000182640,60,6,40,125,0,8211,52514,22,,
52820200 0.000595081,150,6,136,64,96,6779,22,52514,,
52821229 0.000055200,102,6,88,64,48,6779,22,52514,,
52822452 0.000015903,134,6,120,64,80,6779,22,52514,,
52823566 0.000084157,102,6,88,64,48,6779,22,52514,,
52824735 0.000093563,60,6,40,125,0,8210,52514,22,,
52825777 0.000075557,60,6,40,125,0,8210,52514,22,,
52826914 0.000390411,182,6,168,64,128,6779,22,52514,,
52828038 0.000022781,150,6,136,64,96,6779,22,52514,,
52829016 0.000188904,60,6,40,125,0,8209,52514,22,,
52829977 0.000521729,246,6,232,125,192,8209,52514,22,,
52830989 0.000044753,150,6,136,64,96,6779,22,52514,,
52832019 0.048835562,60,6,40,125,0,8209,52514,22,,
52833018 0.148752973,83,,,,,,,,,
52834009 0.190643491,118,6,104,64,64,2618,22,52679,,
52835054 0.051676897,60,6,40,125,0,8207,52679,22,,
52836151 0.459991807,102,6,88,64,48,2618,22,52679,,
52837154 0.050839420,60,6,40,125,0,8207,52679,22,,
52838038 0.049776259,198,6,184,64,144,6779,22,52514,,
52839059 0.000467882,166,6,152,64,112,6779,22,52514,,
52840124 0.000025260,118,6,104,64,64,6779,22,52514,,
52841182 0.000200814,60,6,40,125,0,8207,52514,22,,
52842082 0.000361614,150,6,136,64,96,6779,22,52514,,
52843061 0.000052117,166,6,152,64,112,6779,22,52514,,
52844205 0.000065788,102,6,88,64,48,6779,22,52514,,
52845269 0.000145147,60,6,40,125,0,8207,52514,22,,
52846173 0.000056680,60,6,40,125,0,8206,52514,22,,
52847134 0.000751896,150,6,136,64,96,6779,22,52514,,
52848301 0.000026119,134,6,120,64,80,6779,22,52514,,
52849367 0.000056325,102,6,88,64,48,6779,22,52514,,
52850288 0.000053765,102,6,88,64,48,6779,22,52514,,
52851233 0.000207266,60,6,40,125,0,8212,52514,22,,
52852216 0.000183932,118,6,104,64,64,6779,22,52514,,
52853233 0.000023694,118,6,104,64,64,6779,22,52514,,
52854157 0.000055493,102,6,88,64,48,6779,22,52514,,
53263213 0.000055155,102,6,88,64,48,6779,22,52514,,
53264379 0.000106136,60,6,40,125,0,8212,52514,22,,
53265470 0.000060818,60,6,40,125,0,8211,52514,22,,
53266595 0.185557031,83,,,,,,,,,
53267766 0.154565598,118,6,104,64,64,6779,22,52514,,
53268794 0.000021692,182,6,168,64,128,6779,22,52514,,
53269849 0.000012272,102,6,88,64,48,6779,22,52514,,
53270994 0.000049119,518,6,504,64,464,6779,22,52514,,
53272152 0.000040835,550,6,536,64,496,6779,22,52514,,
53273096 0.000009785,150,6,136,64,96,6779,22,52514,,
53274086 0.000013174,198,6,184,64,144,6779,22,52514,,
53275154 0.000109595,134,6,120,64,80,6779,22,52514,,
53276301 0.000016141,166,6,152,64,112,6779,22,52514,,
53277299 0.000015430,198,6,184,64,144,6779,22,52514,,
53278330 0.000043652,60,6,40,125,0,8210,52514,22,,
53279344 0.000000037,60,6,40,125,0,8208,52514,22,,
53280440 0.000012295,582,6,568,64,528,6779,22,52514,,
53281444 0.000004806,102,6,88,64,48,6779,22,52514,,
53282452 0.000034061,60,6,40,125,0,8212,52514,22,,
53283473 0.000002343,198,6,184,64,144,6779,22,52514,,
53284561 0.000051255,60,6,40,125,0,8211,52514,22,,
53285613 0.000035151,102,6,88,64,48,6779,22,52514,,
53286639 0.000016358,150,6,136,64,96,6779,22,52514,,
53287628 0.000002909,60,6,40,125,0,8211,52514,22,,
53288799 0.000003144,102,6,88,64,48,6779,22,52514,,
53289841 0.000051967,438,6,424,64,384,6779,22,52514,,
53290778 0.000041011,486,6,472,64,432,6779,22,52514,,
53291843 0.000013089,150,6,136,64,96,6779,22,52514,,
53293094 0.000015038,198,6,184,64,144,6779,22,52514,,
53294085 0.000035357,438,6,424,64,384,6779,22,52514,,
53295049 0.000000478,60,6,40,125,0,8208,52514,22,,
53296100 0.000000022,60,6,40,125,0,8208,52514,22,,
53297256 0.000005636,102,6,88,64,48,6779,22,52514,,
53298285 0.000048270,60,6,40,125,0,8207,52514,22,,
53299214 0.000001981,438,6,424,64,384,6779,22,52514,,
53300191 0.000003622,102,6,88,64,48,6779,22,52514,,
53301246 0.000051412,486,6,472,64,432,6779,22,52514,,
53302249 0.000055734,534,6,520,64,480,6779,22,52514,,
53303208 0.000046627,582,6,568,64,528,6779,22,52514,,
53304148 0.000005965,60,6,40,125,0,8212,52514,22,,
53305157 0.000002915,102,6,88,64,48,6779,22,52514,,
53306191 0.000002992,102,6,88,64,48,6779,22,52514,,
53307142 0.000049196,60,6,40,125,0,8210,52514,22,,
53308132 0.000001530,630,6,616,64,576,6779,22,52514,,
53309138 0.000003680,102,6,88,64,48,6779,22,52514,,
53310174 0.000050089,60,6,40,125,0,8209,52514,22,,
53311214 0.000001617,678,6,664,64,624,6779,22,52514,,
53312165 0.000003734,102,6,88,64,48,6779,22,52514,,
53313154 0.000050515,678,6,664,64,624,6779,22,52514,,
53314176 0.000054699,60,6,40,125,0,8212,52514,22,,
53315212 0.000001942,438,6,424,64,384,6779,22,52514,,
53316096 0.000003478,102,6,88,64,48,6779,22,52514,,
53316998 0.000050334,60,6,40,125,0,8210,52514,22,,
53317998 0.000001626,630,6,616,64,576,6779,22,52514,,
53319053 0.000003811,102,6,88,64,48,6779,22,52514,,
53320107 0.000049523,60,6,40,125,0,8207,52514,22,,
53321012 0.000001380,726,6,712,64,672,6779,22,52514,,
53322041 0.000051740,60,6,40,125,0,8212,52514,22,,
53323078 0.000002379,486,6,472,64,432,6779,22,52514,,
53324199 0.000057183,102,6,88,64,48,6779,22,52514,,
53325090 0.000106327,60,6,40,125,0,8208,52514,22,,
53326063 0.000054670,60,6,40,125,0,8212,52514,22,,
53327114 0.000063328,60,6,40,125,0,8208,52514,22,,
53328128 0.006850188,118,6,104,64,64,6779,22,52514,,
53329064 0.000027433,182,6,168,64,128,6779,22,52514,,
53329963 0.000038685,214,6,200,64,160,6779,22,52514,,
53331001 0.000016517,102,6,88,64,48,6779,22,52514,,
53332077 0.000010091,150,6,136,64,96,6779,22,52514,,
53333039 0.000043574,438,6,424,64,384,6779,22,52514,,
53333931 0.000052641,60,6,40,125,0,8207,52514,22,,
53334978 0.000001180,486,6,472,64,432,6779,22,52514,,
53336041 0.000009076,102,6,88,64,48,6779,22,52514,,
53337045 0.000044756,198,6,184,64,144,6779,22,52514,,
53337965 0.000029166,246,6,232,64,192,6779,22,52514,,
53339070 0.000028840,60,6,40,125,0,8212,52514,22,,
53340310 0.000000021,60,6,40,125,0,8211,52514,22,,
53341399 0.000002563,262,6,248,64,208,6779,22,52514,,
53342487 0.000035194,310,6,296,64,256,6779,22,52514,,
53343628 0.000015880,150,6,136,64,96,6779,22,52514,,
53344698 0.000015390,198,6,184,64,144,6779,22,52514,,
53345903 0.000040702,390,6,376,64,336,6779,22,52514,,
53346925 0.000047419,438,6,424,64,384,6779,22,52514,,
53348036 0.000005422,60,6,40,125,0,8208,52514,22,,
53349270 0.000004312,102,6,88,64,48,6779,22,52514,,
53350396 0.000051855,60,6,40,125,0,8212,52514,22,,
53351355 0.000002204,390,6,376,64,336,6779,22,52514,,
53352446 0.000052431,438,6,424,64,384,6779,22,52514,,
53353737 0.000002453,60,6,40,125,0,8211,52514,22,,
53354849 0.000050784,486,6,472,64,432,6779,22,52514,,
53355900 0.000057590,534,6,520,64,480,6779,22,52514,,
53357095 0.000002435,60,6,40,125,0,8209,52514,22,,
53358299 0.000055837,60,6,40,125,0,8207,52514,22,,
53359314 0.000002768,534,6,520,64,480,6779,22,52514,,
53360261 0.000003648,102,6,88,64,48,6779,22,52514,,
53361471 0.000052308,390,6,376,64,336,6779,22,52514,,
56844333 0.000052294,60,6,40,125,0,8212,52514,22,,
56846040 0.000002159,150,6,136,64,96,6779,22,52514,,
56847182 0.000108119,60,6,40,125,0,8208,52514,22,,
56848174 0.000055212,60,6,40,125,0,8206,52514,22,,
56849574 0.000055351,60,6,40,125,0,8212,52514,22,,
56850801 0.059534682,102,6,88,64,48,2618,22,52679,,
56851895 0.051775949,60,6,40,125,0,8207,52679,22,,
56853120 0.463096391,118,6,104,64,64,2618,22,52679,,
56854554 0.046596033,60,6,40,125,0,8212,52679,22,,
56855644 0.030470623,134,6,120,64,80,6779,22,52514,,
56856790 0.000046298,118,6,104,64,64,6779,22,52514,,
56858326 0.000279024,60,6,40,125,0,8211,52514,22,,
56859487 0.000268357,262,6,248,64,208,6779,22,52514,,
56860610 0.000788153,150,6,136,64,96,6779,22,52514,,
56861960 0.000046034,118,6,104,64,64,6779,22,52514,,
56863202 0.000040536,118,6,104,64,64,6779,22,52514,,
56864223 0.000060009,118,6,104,64,64,6779,22,52514,,
56865374 0.000133309,60,6,40,125,0,8210,52514,22,,
56866736 0.001342114,246,6,232,64,192,6779,22,52514,,
56867844 0.000034664,166,6,152,64,112,6779,22,52514,,
56868919 0.000229037,60,6,40,125,0,8208,52514,22,,
56870335 0.000509113,182,6,168,64,128,6779,22,52514,,
56871442 0.000077114,182,6,168,64,128,6779,22,52514,,
56872480 0.000142545,60,6,40,125,0,8208,52514,22,,
56873704 0.000521682,150,6,136,125,96,8207,52514,22,,
56874989 0.000085562,102,6,88,64,48,6779,22,52514,,
56876123 0.000005122,150,6,136,125,96,8207,52514,22,,
56877234 0.000060942,102,6,88,64,48,6779,22,52514,,
56878646 0.000208712,60,6,40,125,0,8207,52514,22,,
56879714 0.167379525,83,,,,,,,,,
56880872 0.259859161,118,6,104,64,64,2618,22,52679,,
56882202 0.048825358,60,6,40,125,0,8212,52679,22,,
56883443 0.462404495,102,6,88,64,48,2618,22,52679,,
56884456 0.049497917,60,6,40,125,0,8212,52679,22,,
56885601 0.012518137,198,6,184,64,144,6779,22,52514,,
56886916 0.000649942,246,6,232,64,192,6779,22,52514,,
56887953 0.000270242,60,6,40,125,0,8212,52514,22,,
56888994 0.000611495,166,6,152,64,112,6779,22,52514,,
56890316 0.000029100,166,6,152,64,112,6779,22,52514,,
56891525 0.000062798,102,6,88,64,48,6779,22,52514,,
56892669 0.000203336,60,6,40,125,0,8211,52514,22,,
56893762 0.000956580,214,6,200,64,160,6779,22,52514,,
56895275 0.000034303,150,6,136,64,96,6779,22,52514,,
56896304 0.000230009,60,6,40,125,0,8210,52514,22,,
56897324 0.000390538,182,6,168,64,128,6779,22,52514,,
56898617 0.000061657,150,6,136,64,96,6779,22,52514,,
56899726 0.000135837,60,6,40,125,0,8209,52514,22,,
56900838 0.044153062,60,6,40,125,0,8209,52514,22,,
56902072 0.109463779,83,,,,,,,,,
56903417 0.293309559,118,6,104,64,64,2618,22,52679,,
56904440 0.048708844,60,6,40,125,0,8211,52679,22,,
56905529 0.462885975,102,6,88,64,48,2618,22,52679,,
56906878 0.042949938,198,6,184,64,144,6779,22,52514,,
56908059 0.000739931,214,6,200,64,160,6779,22,52514,,
56909115 0.000230580,60,6,40,125,0,8208,52514,22,,
56910271 0.000620542,150,6,136,64,96,6779,22,52514,,
56911571 0.000034663,166,6,152,64,112,6779,22,52514,,
56912734 0.000054626,102,6,88,64,48,6779,22,52514,,
56913802 0.000220728,60,6,40,125,0,8207,52514,22,,
56915162 0.000864529,134,6,120,64,80,6779,22,52514,,
56916391 0.000060205,134,6,120,64,80,6779,22,52514,,
56917474 0.000035450,102,6,88,64,48,6779,22,52514,,
56918669 0.000118127,102,6,88,64,48,6779,22,52514,,
56919978 0.000012158,60,6,40,125,0,8207,52514,22,,
56921168 0.000062110,60,6,40,125,0,8212,52514,22,,
56922275 0.000675309,182,6,168,64,128,6779,22,52514,,
56923621 0.000071392,150,6,136,64,96,6779,22,52514,,
56924822 0.000033401,118,6,104,64,64,6779,22,52514,,
56925907 0.000119889,60,6,40,125,0,8211,52514,22,,
56927096 0.000051937,60,6,40,125,0,8211,52514,22,,
56928320 0.000078034,150,6,136,125,96,8211,52514,22,,
56929444 0.000055491,102,6,88,64,48,6779,22,52514,,
56930501 0.000146177,150,6,136,125,96,8211,52514,22,,
56931753 0.000035629,102,6,88,64,48,6779,22,52514,,
56932955 0.000257833,60,6,40,125,0,8210,52514,22,,
56934039 0.000732918,60,6,40,125,0,8211,52679,22,,
56935161 0.138291370,83,,,,,,,,,
56936400 0.326286500,118,6,104,64,64,2618,22,52679,,
56937501 0.047563762,60,6,40,125,0,8211,52679,22,,
56938605 0.221698305,60,,,,,,,,,
56939762 0.241964178,102,6,88,64,48,2618,22,52679,,
56941032 0.024422955,198,6,184,64,144,6779,22,52514,,
56942143 0.000627422,230,6,216,64,176,6779,22,52514,,
56943319 0.000240404,60,6,40,125,0,8209,52514,22,,
56944576 0.000520320,150,6,136,64,96,6779,22,52514,,
56945700 0.000048965,118,6,104,64,64,6779,22,52514,,
56946804 0.000036742,102,6,88,64,48,6779,22,52514,,
56948181 0.000056892,102,6,88,64,48,6779,22,52514,,
56949377 0.000117576,60,6,40,125,0,8208,52514,22,,
56950466 0.000060788,60,6,40,125,0,8208,52514,22,,
56951593 0.001277362,150,6,136,64,96,6779,22,52514,,
56952975 0.000038413,134,6,120,64,80,6779,22,52514,,
56954130 0.000013814,150,6,136,64,96,6779,22,52514,,
56955238 0.000233565,60,6,40,125,0,8207,52514,22,,
56956573 0.000674697,182,6,168,64,128,6779,22,52514,,
56957781 0.000068251,150,6,136,64,96,6779,22,52514,,
59916296 0.000214196,60,6,40,125,0,8212,52514,22,,
59917624 0.018455251,60,6,40,125,0,8211,52679,22,,
59919144 0.103222068,83,,,,,,,,,
59920252 0.362201543,118,6,104,64,64,2618,22,52679,,
59921348 0.046773115,60,6,40,125,0,8210,52679,22,,
59922851 0.098170926,308,17,294,1,,,,,37296,1900
59924039 0.000123180,380,17,366,1,,,,,37296,1900
59925100 0.000107021,376,17,362,1,,,,,37296,1900
59926463 0.000107911,356,17,342,1,,,,,37296,1900
59927706 0.000107034,388,17,374,1,,,,,37296,1900
59928788 0.000105772,370,17,356,1,,,,,37296,1900
59929955 0.000106840,372,17,358,1,,,,,37296,1900
59931329 0.000107451,372,17,358,1,,,,,37296,1900
59932399 0.366061793,102,6,88,64,48,2618,22,52679,,
59933470 0.006004661,198,6,184,64,144,6779,22,52514,,
59934797 0.000732564,230,6,216,64,176,6779,22,52514,,
59936116 0.000214874,60,6,40,125,0,8211,52514,22,,
59937216 0.000525872,150,6,136,64,96,6779,22,52514,,
59938366 0.000026648,166,6,152,64,112,6779,22,52514,,
59939672 0.000136594,102,6,88,64,48,6779,22,52514,,
59940822 0.000087406,60,6,40,125,0,8210,52514,22,,
59941883 0.001055230,150,6,136,64,96,6779,22,52514,,
59943185 0.000032391,134,6,120,64,80,6779,22,52514,,
59944321 0.000012168,150,6,136,64,96,6779,22,52514,,
59945467 0.000179979,60,6,40,125,0,8209,52514,22,,
59946621 0.000686466,182,6,168,64,128,6779,22,52514,,
59947941 0.000022200,150,6,136,125,96,8209,52514,22,,
59949051 0.000063757,150,6,136,125,96,8209,52514,22,,
59950151 0.000022677,54,6,40,64,0,6779,22,52514,,
59951463 0.000046732,246,6,232,64,192,6779,22,52514,,
59952732 0.000206122,60,6,40,125,0,8207,52514,22,,
59953855 0.034609427,60,6,40,125,0,8210,52679,22,,
59954998 0.071602861,83,,,,,,,,,
59956371 0.396072610,118,6,104,64,64,2618,22,52679,,
59957462 0.045819750,60,6,40,125,0,8210,52679,22,,
59958532 0.453335383,198,6,184,64,144,6779,22,52514,,
59959807 0.000979547,246,6,232,64,192,6779,22,52514,,
59961030 0.000220656,60,6,40,125,0,8212,52514,22,,
59962126 0.000533817,150,6,136,64,96,6779,22,52514,,
59963301 0.000033658,118,6,104,64,64,6779,22,52514,,
59964549 0.000052544,102,6,88,64,48,6779,22,52514,,
59965674 0.000077402,102,6,88,64,48,6779,22,52514,,
59966769 0.000033840,60,6,40,125,0,8211,52514,22,,
59968098 0.000129088,60,6,40,125,0,8211,52514,22,,
59969315 0.001077245,134,6,120,64,80,6779,22,52514,,
59970416 0.000095618,134,6,120,64,80,6779,22,52514,,
59971566 0.000009278,150,6,136,64,96,6779,22,52514,,
59972917 0.000163534,60,6,40,125,0,8210,52514,22,,
59974032 0.000717170,182,6,168,64,128,6779,22,52514,,
59975084 0.000138933,150,6,136,64,96,6779,22,52514,,
59976430 0.000079785,60,6,40,125,0,8210,52514,22,,
59977646 0.011361462,102,6,88,64,48,2618,22,52679,,
59978689 0.039504967,60,6,40,125,0,8209,52514,22,,
59979862 0.014961845,60,6,40,125,0,8210,52679,22,,
59981266 0.026063969,83,,,,,,,,,
59982401 0.184116895,287,6,273,63,221,64128,55038,443,,
59983444 0.096268226,66,6,52,47,0,64256,443,55038,,
59984937 0.148000965,102,6,88,64,48,2618,22,52679,,
59986141 0.006184042,151,6,137,47,85,64256,443,55038,,
59987255 0.000399160,66,6,52,63,0,64128,55038,443,,
59988387 0.000156649,118,6,104,64,64,6779,22,52514,,
59989673 0.000028504,118,6,104,64,64,6779,22,52514,,
59990774 0.000012616,166,6,152,64,112,6779,22,52514,,
59991852 0.000038924,310,6,296,64,256,6779,22,52514,,
59993251 0.000041969,342,6,328,64,288,6779,22,52514,,
59994491 0.000013153,102,6,88,64,48,6779,22,52514,,
59995573 0.000010251,150,6,136,64,96,6779,22,52514,,
59996893 0.000045945,294,6,280,64,240,6779,22,52514,,
59998285 0.000048351,342,6,328,64,288,6779,22,52514,,
59999394 0.000046914,390,6,376,64,336,6779,22,52514,,
00000550 0.000012768,60,6,40,125,0,8208,52514,22,,
00001942 0.000010596,166,6,152,64,112,6779,22,52514,,
00003118 0.000006375,102,6,88,64,48,6779,22,52514,,
00004148 0.000036634,60,6,40,125,0,8207,52514,22,,
00005443 0.000000026,60,6,40,125,0,8212,52514,22,,
00006763 0.000002697,390,6,376,64,336,6779,22,52514,,
00007849 0.000054532,390,6,376,64,336,6779,22,52514,,
00009017 0.000045555,406,6,392,64,352,6779,22,52514,,
00010346 0.000006961,60,6,40,125,0,8210,52514,22,,
00011510 0.000003656,102,6,88,64,48,6779,22,52514,,
00012597 0.000054271,342,6,328,64,288,6779,22,52514,,
00013802 0.000054263,60,6,40,125,0,8208,52514,22,,
00015103 0.000004234,118,6,104,64,64,6779,22,52514,,
00016256 0.000049938,60,6,40,125,0,8212,52514,22,,
00017392 0.000054801,60,6,40,125,0,8210,52514,22,,
00018694 0.000067072,60,6,40,125,0,8209,52514,22,,
00019838 0.036821031,60,6,40,125,0,8210,52679,22,,
00020955 0.437272187,198,6,184,64,144,6779,22,52514,,
00022160 0.000712388,230,6,216,64,176,6779,22,52514,,
00023392 0.000222974,60,6,40,125,0,8208,52514,22,,
00024465 0.000567573,182,6,168,64,128,6779,22,52514,,
00025548 0.000026279,166,6,152,64,112,6779,22,52514,,
00026796 0.000149959,102,6,88,64,48,6779,22,52514,,
00027953 0.000090576,60,6,40,125,0,8207,52514,22,,
00029051 0.001242363,214,6,200,64,160,6779,22,52514,,
00030226 0.000043916,150,6,136,64,96,6779,22,52514,,
04012470 0.000196336,60,6,40,125,0,8212,52514,22,,
04013990 0.000757035,150,6,136,125,96,8212,52514,22,,
04015146 0.000084725,150,6,136,125,96,8212,52514,22,,
04016435 0.000024072,54,6,40,64,0,6779,22,52514,,
04017866 0.000009236,230,6,216,64,176,6779,22,52514,,
04018988 0.000033670,198,6,184,64,144,6779,22,52514,,
04020008 0.000193713,60,6,40,125,0,8211,52514,22,,
04021519 0.026495046,102,6,88,64,48,2618,22,52679,,
04022678 0.041623042,60,6,40,125,0,8209,52679,22,,
04023727 0.005502095,83,,,,,,,,,
04025053 0.464622988,118,6,104,64,64,2618,22,52679,,
04026327 0.041433473,60,6,40,125,0,8209,52679,22,,
04027402 0.421809345,198,6,184,64,144,6779,22,52514,,
04028486 0.000828584,230,6,216,64,176,6779,22,52514,,
04029905 0.000208506,60,6,40,125,0,8210,52514,22,,
04031053 0.000487800,150,6,136,64,96,6779,22,52514,,
04032045 0.000026392,166,6,152,64,112,6779,22,52514,,
04033373 0.000138732,102,6,88,64,48,6779,22,52514,,
04034616 0.000024135,60,6,40,125,0,8209,52514,22,,
04035674 0.001121972,150,6,136,64,96,6779,22,52514,,
04036806 0.000036692,134,6,120,64,80,6779,22,52514,,
04038158 0.000108252,150,6,136,64,96,6779,22,52514,,
04039283 0.000081986,60,6,40,125,0,8208,52514,22,,
04040269 0.000102123,60,6,40,125,0,8207,52514,22,,
04041526 0.000455769,182,6,168,64,128,6779,22,52514,,
04042758 0.000137772,150,6,136,64,96,6779,22,52514,,
04043899 0.000185781,60,6,40,125,0,8207,52514,22,,
04044998 0.044088313,102,6,88,64,48,2618,22,52679,,
04046332 0.014251173,83,,,,,,,,,
04047418 0.027056349,60,6,40,125,0,8209,52679,22,,
04048489 0.471158830,102,6,88,64,48,2618,22,52679,,
04049695 0.055316125,60,6,40,125,0,8209,52679,22,,
04050968 0.389365197,198,6,184,64,144,6779,22,52514,,
04052039 0.000874423,230,6,216,64,176,6779,22,52514,,
04053120 0.000238969,60,6,40,125,0,8212,52514,22,,
04054451 0.000577381,150,6,136,64,96,6779,22,52514,,
04055583 0.000030897,118,6,104,64,64,6779,22,52514,,
04056757 0.000051392,102,6,88,64,48,6779,22,52514,,
04057994 0.000121305,102,6,88,64,48,6779,22,52514,,
04059300 0.000122447,60,6,40,125,0,8211,52514,22,,
04060337 0.000056992,60,6,40,125,0,8211,52514,22,,
04061473 0.000996754,134,6,120,64,80,6779,22,52514,,
04062772 0.000031797,134,6,120,64,80,6779,22,52514,,
04063960 0.000124583,150,6,136,64,96,6779,22,52514,,
04065031 0.000094434,60,6,40,125,0,8210,52514,22,,
04066312 0.000557509,182,6,168,64,128,6779,22,52514,,
04067575 0.000169706,150,6,136,64,96,6779,22,52514,,
04068720 0.000080237,60,6,40,125,0,8210,52514,22,,
04069803 0.000065877,150,6,136,125,96,8210,52514,22,,
04071176 0.000049016,102,6,88,64,48,6779,22,52514,,
04072300 0.000104953,150,6,136,125,96,8209,52514,22,,
04073381 0.000036497,102,6,88,64,48,6779,22,52514,,
04074639 0.000240276,60,6,40,125,0,8209,52514,22,,
04075889 0.043941724,83,,,,,,,,,
04077024 0.018258277,102,6,88,64,48,2618,22,52679,,
04078088 0.041187873,60,6,40,125,0,8209,52679,22,,
04079404 0.471599680,102,6,88,64,48,2618,22,52679,,
04080562 0.042419949,60,6,40,125,0,8208,52679,22,,
04081599 0.383814081,198,6,184,64,144,6779,22,52514,,
04082709 0.000662566,166,6,152,64,112,6779,22,52514,,
04084133 0.000034953,118,6,104,64,64,6779,22,52514,,
04085244 0.000191515,60,6,40,125,0,8208,52514,22,,
04086309 0.000536886,150,6,136,64,96,6779,22,52514,,
04087595 0.000026840,166,6,152,64,112,6779,22,52514,,
04088882 0.000063306,102,6,88,64,48,6779,22,52514,,
04089959 0.000101152,60,6,40,125,0,8207,52514,22,,
04091138 0.000079082,60,6,40,125,0,8207,52514,22,,
